202.38.120.193,44,1386938760,-1,-1,-1,-1
202.38.120.193,44,1386938820,-1,-1,-1,-1
202.38.120.193,52,1386938760,-1,-1,-1,-1
202.38.120.193,52,1386938820,-1,-1,-1,-1
202.38.120.193,124,1386938760,71373257573,77867879,65292914541,74441855
202.38.120.193,124,1386938820,68996199743,75099717,63947502666,72456833
202.38.120.193,43,1386938760,-1,-1,-1,-1
202.38.120.193,43,1386938820,-1,-1,-1,-1
202.38.120.193,140,1386938760,0,0,0,0
202.38.120.193,140,1386938820,0,0,0,0
202.38.120.193,171,1386938760,10210049443,10370972,9613337906,10383746
202.38.120.193,171,1386938820,9933075771,10030914,9247462469,10107475
202.38.120.193,128,1386938760,13314924741,16119998,17867456075,18127896
202.38.120.193,128,1386938820,11256755511,13991305,16075105649,16114701
202.38.120.193,45,1386938760,-1,-1,-1,-1
202.38.120.193,45,1386938820,-1,-1,-1,-1
202.38.120.193,49,1386938760,-1,-1,-1,-1
202.38.120.193,49,1386938820,-1,-1,-1,-1
202.38.120.193,145,1386938760,47145249966,52356295,45451056390,51470912
202.38.120.193,145,1386938820,46797221286,51563654,43531002028,49222332
202.38.120.193,46,1386938760,-1,-1,-1,-1
202.38.120.193,46,1386938820,-1,-1,-1,-1
202.38.120.193,47,1386938760,-1,-1,-1,-1
202.38.120.193,47,1386938820,-1,-1,-1,-1
202.38.120.193,126,1386938760,15817049744,18756024,21089295446,21570175
202.38.120.193,126,1386938820,15335817590,17970624,20165976092,20768916
202.38.120.193,130,1386938760,6102585052,6262833,4744236244,5767219
202.38.120.193,130,1386938820,5732684235,5903827,4818990275,5727705
202.38.120.193,53,1386938760,-1,-1,-1,-1
202.38.120.193,53,1386938820,-1,-1,-1,-1
202.38.120.193,42,1386938760,-1,-1,-1,-1
202.38.120.193,42,1386938820,-1,-1,-1,-1
202.38.120.193,146,1386938760,-1,-1,-1,-1
202.38.120.193,146,1386938820,-1,-1,-1,-1
202.38.120.193,50,1386938760,-1,-1,-1,-1
202.38.120.193,50,1386938820,-1,-1,-1,-1
202.38.120.193,137,1386938760,0,0,0,0
202.38.120.193,137,1386938820,0,0,0,0
202.38.120.193,48,1386938760,-1,-1,-1,-1
202.38.120.193,48,1386938820,-1,-1,-1,-1
202.38.120.203,118,1386938760,0,0,0,0
202.38.120.203,118,1386938820,0,0,0,0
202.38.120.203,43,1386938760,-1,-1,-1,-1
202.38.120.203,43,1386938820,-1,-1,-1,-1
202.38.120.203,2049,1386938760,-1,-1,-1,-1
202.38.120.203,2049,1386938820,-1,-1,-1,-1
202.38.120.203,45,1386938760,-1,-1,-1,-1
202.38.120.203,45,1386938820,-1,-1,-1,-1
202.38.120.203,2050,1386938760,-1,-1,-1,-1
202.38.120.203,2050,1386938820,-1,-1,-1,-1
202.38.120.203,46,1386938760,-1,-1,-1,-1
202.38.120.203,46,1386938820,-1,-1,-1,-1
202.38.120.203,47,1386938760,-1,-1,-1,-1
202.38.120.203,47,1386938820,-1,-1,-1,-1
202.38.120.203,1024,1386938760,-1,-1,-1,-1
202.38.120.203,1024,1386938820,-1,-1,-1,-1
202.38.120.203,119,1386938760,0,0,0,0
202.38.120.203,119,1386938820,0,0,0,0
202.38.120.203,138,1386938760,5026619479,5732764,5642318330,5984120
202.38.120.203,138,1386938820,5323441881,6024767,6230992133,6240097
202.38.120.203,133,1386938760,5608002861,5852926,5130120490,5674678
202.38.120.203,133,1386938820,6148955397,6343984,5614431337,6278104
202.38.120.203,2051,1386938760,-1,-1,-1,-1
202.38.120.203,2051,1386938820,-1,-1,-1,-1
202.38.120.203,768,1386938760,-1,-1,-1,-1
202.38.120.203,768,1386938820,-1,-1,-1,-1
202.112.36.29,63,1386938760,87254549,114850,20098844,84770
202.112.36.29,63,1386938820,86056165,111429,15463394,79491
202.112.36.29,112,1386938760,53127628,322722,166828029,1069272
202.112.36.29,112,1386938820,45259145,359984,175992818,1197755
202.112.36.29,114,1386938760,36077242,38760,6014606,9989
202.112.36.29,114,1386938820,36529678,38341,1769398,6718
202.112.36.29,116,1386938760,33740985,33579,1946880,19540
202.112.36.29,116,1386938820,34310871,33118,1836862,18990
202.112.36.29,26,1386938760,-1,-1,-1,-1
202.112.36.29,26,1386938820,-1,-1,-1,-1
202.112.36.29,121,1386938760,0,0,7498,163
202.112.36.29,121,1386938820,0,0,7268,158
202.112.36.29,118,1386938760,0,0,20280,441
202.112.36.29,118,1386938820,0,0,14116,307
202.112.36.29,28,1386938760,-1,-1,-1,-1
202.112.36.29,28,1386938820,-1,-1,-1,-1
202.112.36.29,122,1386938760,1543691,15603,61608677,107199
202.112.36.29,122,1386938820,1250980,14142,60415735,111850
202.112.36.29,119,1386938760,0,0,28290,615
